energy, energy  , all_energy, tempo  , tempo  , all_tempo, danceability, danceability, all_danceability, loudness, loudness, all_loudness, liveness, liveness, all_liveness, valence, valence, all_valence, speechiness, speechiness, all_speechiness, track_popularity, track_popularity, all_track_popularity, instrumentalness, instrumentalness, all_instrumentalness, key, key, all_key, duration_min, acousticness, acousticness, all_acousticness, track_artist                                                                   , track_album_name                                                                    , track_album_release_date, playlist_name         , track_name                                                                                        , source                     , popularity_category, duration_ms, duration_ms
      , 0.624   ,   0.624   ,        ,  82.524,          ,             ,       0.763 ,           0.763 ,         , -7.454  , -7.454      ,         ,   0.104 ,       0.104 ,        ,  0.851 ,      0.851 ,            ,      0.0736, 0.072          ,                 ,               65,                   65,                 , 0.00131         ,           0.00131   ,    ,   7,       7,         3.57,             , 0.408       ,        0.408    ,                                                                                ,                                                                                     , 11/13/2015              ,                       , Smokin' Love (with Collie Buddz)                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      214206
      , 0.757   ,   0.757   ,        ,  80.976,          ,             ,       0.708 ,           0.708 ,         , -5.121  , -5.121      ,         ,   0.17  ,       0.17  ,        ,  0.552 ,      0.552 ,            ,      0.0791, 0.0438         ,                 ,               66,                   66,                 , 0               ,           0         ,    ,   7,       7,         4.23,             , 0.0362      ,        0.0362   ,                                                                                ,                                                                                     , 7/30/1996               ,                       , Doin' Time                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      253840
      , 0.849   ,   0.849   ,        , 102.003,          ,             ,       0.66  ,           0.66  ,         , -5.97   , -5.97       ,         ,   0.0878,       0.0878,        ,  0.839 ,      0.839 ,            ,      0.029 , 0.0368         ,                 ,               60,                   60,                 , 0.000107        ,           0.000107  ,    ,   0,       0,         3.65,             , 0.00458     ,        0.00458  ,                                                                                ,                                                                                     , 8/1/2014                ,                       , Gold Snafu                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      218903
      , 0.538   ,   0.538   ,        , 141.017,          ,             ,       0.869 ,           0.869 ,         , -6.239  , -6.239      ,         ,   0.162 ,       0.162 ,        ,  0.742 ,      0.742 ,            ,      0.0437, 0.0441         ,                 ,               62,                   62,                 , 0.128           ,           0.128     ,    ,   2,       2,         3.98,             , 0.333       ,        0.333    ,                                                                                ,                                                                                     , 8/30/2019               ,                       , World on Fire (feat. Slightly Stoopid)                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      238810
      , 0.782   ,   0.782   ,        , 119.992,          ,             ,       0.727 ,           0.727 ,         , -8.529  , -8.529      ,         ,   0.225 ,       0.225 ,        ,  0.655 ,      0.655 ,            ,      0.042 , 0.0375         ,                 ,               68,                   68,                 , 0.336           ,           0.336     ,    ,   8,       8,         2.96,             , 0.0563      ,        0.0563   ,                                                                                ,                                                                                     , 6/7/2024                ,                       , Move                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      177599
      , 0.721   ,   0.721   ,        , 119.995,          ,             ,       0.756 ,           0.756 ,         , -9.453  , -9.453      ,         ,   0.225 ,       0.225 ,        ,  0.571 ,      0.571 ,            ,      0.0405, 0.091          ,                 ,               60,                   60,                 , 0.251           ,           0.251     ,    ,   7,       7,         3.03,             , 0.0965      ,        0.0965   ,                                                                                ,                                                                                     , 10/25/2024              ,                       , Say What                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      181594
      , 0.851   ,   0.851   ,        , 122.971,          ,             ,       0.669 ,           0.669 ,         , -5.008  , -5.008      ,         ,   0.118 ,       0.118 ,        ,  0.0825,      0.0825,            ,      0.0383, 0.18           ,                 ,               63,                   63,                 , 0.0377          ,           0.0377    ,    ,  10,      10,         3.28,             , 0.0913      ,        0.0913   ,                                                                                ,                                                                                     , 6/28/2024               ,                       , Gabriel                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      197073
      , 0.865   ,   0.865   ,        , 125.997,          ,             ,       0.764 ,           0.764 ,         , -6.907  , -6.907      ,         ,   0.0617,       0.0617,        ,  0.177 ,      0.177 ,            ,      0.109 , 0.0384         ,                 ,               63,                   63,                 , 0.722           ,           0.722     ,    ,   6,       6,         2.93,             , 0.0118      ,        0.0118   ,                                                                                ,                                                                                     , 8/9/2024                ,                       , CORAÇAO - 20th Anniversary Mix                                                                    , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      175714
      , 0.826   ,   0.826   ,        , 121.009,          ,             ,       0.642 ,           0.642 ,         , -5.247  , -5.247      ,         ,   0.092 ,       0.092 ,        ,  0.501 ,      0.501 ,            ,      0.0522, 0.339          ,                 ,               61,                   61,                 , 0.727           ,           0.727     ,    ,  11,      11,         5.05,             , 0.00406     ,        0.00406  ,                                                                                ,                                                                                     , 8/24/2023               ,                       , Another Life - Marten Lou Remix                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      303068
      , 0.879   ,   0.879   ,        , 123.004,          ,             ,       0.741 ,           0.741 ,         , -6.132  , -6.132      ,         ,   0.126 ,       0.126 ,        ,  0.362 ,      0.362 ,            ,      0.0425, 0.1            ,                 ,               68,                   68,                 , 0.0433          ,           0.0433    ,    ,   1,       1,         3.36,             , 0.0841      ,        0.0841   ,                                                                                ,                                                                                     , 6/23/2023               ,                       , The Boy Is Mine                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      201713
      , 0.954   ,   0.954   ,        , 123.943,          ,             ,       0.772 ,           0.772 ,         , -6.176  , -6.176      ,         ,   0.193 ,       0.193 ,        ,  0.396 ,      0.396 ,            ,      0.0801, 0.363          ,                 ,               62,                   62,                 , 0.521           ,           0.521     ,    ,   4,       4,         2.52,             , 0.00444     ,        0.00444  ,                                                                                ,                                                                                     , 6/28/2024               ,                       , La Verdolaga (feat. Totó La Momposina)                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      150988
      , 0.755   ,   0.755   ,        , 120.036,          ,             ,       0.597 ,           0.597 ,         , -7.341  , -7.341      ,         ,   0.205 ,       0.205 ,        ,  0.114 ,      0.114 ,            ,      0.0336, 0.233          ,                 ,               67,                   67,                 , 0.885           ,           0.885     ,    ,   1,       1,         4.1 ,             , 0.000135    ,        0.000135 ,                                                                                ,                                                                                     , 11/3/2023               ,                       , Gorah                                                                                             , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      246000
      , 0.783   ,   0.783   ,        , 127.01 ,          ,             ,       0.714 ,           0.714 ,         , -5.979  , -5.979      ,         ,   0.0841,       0.0841,        ,  0.539 ,      0.539 ,            ,      0.0383, 0.266          ,                 ,               64,                   64,                 , 0.881           ,           0.881     ,    ,   5,       5,         3.49,             , 0.000178    ,        0.000178 ,                                                                                ,                                                                                     , 1/29/1999               ,                       , Pasilda - Knee Deep Mix                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      209500
      , 0.656   ,   0.656   ,        , 119.003,          ,             ,       0.672 ,           0.672 ,         , -8.313  , -8.313      ,         ,   0.0756,       0.0756,        ,  0.338 ,      0.338 ,            ,      0.0426, 0.322          ,                 ,               59,                   59,                 , 0.538           ,           0.538     ,    ,   8,       8,         5.77,             , 0.000577    ,        0.000577 ,                                                                                ,                                                                                     , 12/2/2022               ,                       , Papi (Bhabi)                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      346125
      , 0.745   ,   0.745   ,        , 122.015,          ,             ,       0.692 ,           0.692 ,         , -7.785  , -7.785      ,         ,   0.131 ,       0.131 ,        ,  0.302 ,      0.302 ,            ,      0.0519, 0.237          ,                 ,               59,                   59,                 , 0.879           ,           0.879     ,    ,   6,       6,         4.04,             , 0.00184     ,        0.00184  ,                                                                                ,                                                                                     , 7/14/2023               ,                       , Nothing On Me                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      242295
      , 0.812   ,   0.812   ,        , 119.994,          ,             ,       0.662 ,           0.662 ,         , -7.719  , -7.719      ,         ,   0.234 ,       0.234 ,        ,  0.0977,      0.0977,            ,      0.0451, 0.315          ,                 ,               62,                   62,                 , 0.763           ,           0.763     ,    ,   1,       1,         3.82,             , 0.00396     ,        0.00396  ,                                                                                ,                                                                                     , 5/31/2024               ,                       , Andalucia                                                                                         , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      229000
      , 0.708   ,   0.708   ,        , 119.988,          ,             ,       0.675 ,           0.675 ,         , -7.42   , -7.42       ,         ,   0.0898,       0.0898,        ,  0.586 ,      0.586 ,            ,      0.0325, 0.299          ,                 ,               59,                   59,                 , 0.0841          ,           0.0841    ,    ,   8,       8,         4   ,             , 0.0132      ,        0.0132   ,                                                                                ,                                                                                     , 10/7/2022               ,                       , Ode Ireti - Nitefreak Remix                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      239926
      , 0.901   ,   0.901   ,        , 118.006,          ,             ,       0.625 ,           0.625 ,         , -9.194  , -9.194      ,         ,   0.148 ,       0.148 ,        ,  0.12  ,      0.12  ,            ,      0.0429, 0.259          ,                 ,               63,                   63,                 , 0.929           ,           0.929     ,    ,  10,      10,         2.95,             , 0.486       ,        0.486    ,                                                                                ,                                                                                     , 9/12/2023               ,                       , Milkshake 20 - Alex Wann Remix                                                                    , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      176949
      , 0.914   ,   0.914   ,        , 126.001,          ,             ,       0.754 ,           0.754 ,         , -8.151  , -8.151      ,         ,   0.0994,       0.0994,        ,  0.346 ,      0.346 ,            ,      0.0413, 0.306          ,                 ,               59,                   59,                 , 0.764           ,           0.764     ,    ,   6,       6,         3.59,             , 0.0275      ,        0.0275   ,                                                                                ,                                                                                     , 4/6/2022                ,                       , Banho de Folhas - Maz Remix                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      215476
      , 0.816   ,   0.816   ,        , 121.983,          ,             ,       0.701 ,           0.701 ,         , -10.55  , -10.55      ,         ,   0.123 ,       0.123 ,        ,  0.207 ,      0.207 ,            ,      0.0355, 0.569          ,                 ,               63,                   63,                 , 0.413           ,           0.413     ,    ,  11,      11,         4.34,             , 0.0112      ,        0.0112   ,                                                                                ,                                                                                     , 8/19/2022               ,                       , Your Voice - Adam Port Remix                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      260656
      , 0.794   ,   0.794   ,        , 123.025,          ,             ,       0.679 ,           0.679 ,         , -9.803  , -9.803      ,         ,   0.0928,       0.0928,        ,  0.389 ,      0.389 ,            ,      0.0353, 0.186          ,                 ,               66,                   66,                 , 0.51            ,           0.51      ,    ,   2,       2,         5.98,             , 0.389       ,        0.389    ,                                                                                ,                                                                                     , 6/3/2022                ,                       , Anchor Point                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      359024
      , 0.505   ,   0.505   ,        , 114.532,          ,             ,       0.51  ,           0.51  ,         , -13.053 , -13.053     ,         ,   0.117 ,       0.117 ,        ,  0.318 ,      0.318 ,            ,      0.0344, 0.102          ,                 ,               62,                   62,                 , 0.96            ,           0.96      ,    ,   9,       9,         4.9 ,             , 0.342       ,        0.342    ,                                                                                ,                                                                                     , 2/10/1992               ,                       , Xtal                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      293752
      , 0.988   ,   0.988   ,        ,  79.147,          ,             ,       0.508 ,           0.508 ,         , -4.262  , -4.262      ,         ,   0.288 ,       0.288 ,        ,  0.273 ,      0.273 ,            ,      0.121 , 0.125          ,                 ,               59,                   59,                 , 0.804           ,           0.804     ,    ,   1,       1,         2.05,             , 0.0933      ,        0.0933   ,                                                                                ,                                                                                     , 10/11/2024              ,                       , Heroine                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      123197
      , 0.851   ,   0.851   ,        , 159.957,          ,             ,       0.219 ,           0.219 ,         , -3.706  , -3.706      ,         ,   0.0984,       0.0984,        ,  0.152 ,      0.152 ,            ,      0.0534, 0.336          ,                 ,               62,                   62,                 , 0.132           ,           0.132     ,    ,   8,       8,         3.03,             , 0.1         ,        0.1      ,                                                                                ,                                                                                     , 10/11/2024              ,                       , Falling In Love                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      181875
      , 0.898   ,   0.898   ,        , 169.913,          ,             ,       0.531 ,           0.531 ,         , -0.892  , -0.892      ,         ,   0.61  ,       0.61  ,        ,  0.297 ,      0.297 ,            ,      0.327 , 0.148          ,                 ,               61,                   61,                 , 0.00012         ,           0.00012   ,    ,   0,       0,         1.94,             , 0.0761      ,        0.0761   ,                                                                                ,                                                                                     , 9/20/2024               ,                       , DON'T SLEEP                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      116250
      , 0.996   ,   0.996   ,        , 100.02 ,          ,             ,       0.569 ,           0.569 ,         , -0.45   , -0.45       ,         ,   0.707 ,       0.707 ,        ,  0.461 ,      0.461 ,            ,      0.224 , 0.0843         ,                 ,               60,                   60,                 , 0.0114          ,           0.0114    ,    ,   5,       5,         3.36,             , 0.198       ,        0.198    ,                                                                                ,                                                                                     , 5/22/2019               ,                       , Wanna Play?                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      201452
      , 0.917   ,   0.917   ,        , 150.086,          ,             ,       0.584 ,           0.584 ,         , -4.989  , -4.989      ,         ,   0.801 ,       0.801 ,        ,  0.411 ,      0.411 ,            ,      0.061 , 0.213          ,                 ,               60,                   60,                 , 0.000481        ,           0.000481  ,    ,   9,       9,         3   ,             , 0.0156      ,        0.0156   ,                                                                                ,                                                                                     , 5/31/2024               ,                       , Turn The Tide                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      179938
      , 0.95    ,   0.95    ,        , 150.024,          ,             ,       0.497 ,           0.497 ,         , -2.087  , -2.087      ,         ,   0.22  ,       0.22  ,        ,  0.557 ,      0.557 ,            ,      0.0336, 0.268          ,                 ,               59,                   59,                 , 0.000129        ,           0.000129  ,    ,  10,      10,         3.01,             , 0.0699      ,        0.0699   ,                                                                                ,                                                                                     , 6/25/2021               ,                       , Keep on Moving                                                                                    , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      180821
      , 0.91    ,   0.91    ,        , 180.059,          ,             ,       0.432 ,           0.432 ,         , -3.902  , -3.902      ,         ,   0.772 ,       0.772 ,        ,  0.249 ,      0.249 ,            ,      0.0636, 0.313          ,                 ,               59,                   59,                 , 0.0838          ,           0.0838    ,    ,   1,       1,         3.34,             , 0.000751    ,        0.000751 ,                                                                                ,                                                                                     , 5/23/2024               ,                       , TAKE ME AWAY                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      200333
      , 0.92    ,   0.92    ,        , 145.176,          ,             ,       0.457 ,           0.457 ,         , -4.309  , -4.309      ,         ,   0.133 ,       0.133 ,        ,  0.39  ,      0.39  ,            ,      0.102 , 0.079          ,                 ,               59,                   59,                 , 3.43E-05        ,           0.0000343 ,    ,   5,       5,         2.99,             , 0.0137      ,        0.0137   ,                                                                                ,                                                                                     , 11/26/2021              ,                       , Moonlight Shadow                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      179586
      , 0.991   ,   0.991   ,        , 160.029,          ,             ,       0.624 ,           0.624 ,         , -1.28   , -1.28       ,         ,   0.371 ,       0.371 ,        ,  0.301 ,      0.301 ,            ,      0.207 , 0.0425         ,                 ,               58,                   58,                 , 0.00169         ,           0.00169   ,    ,   1,       1,         2.93,             , 0.00869     ,        0.00869  ,                                                                                ,                                                                                     , 6/7/2024                ,                       , Ratata - Outsiders Remix                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      175500
      , 0.959   ,   0.959   ,        , 159.97 ,          ,             ,       0.771 ,           0.771 ,         , -0.75   , -0.75       ,         ,   0.321 ,       0.321 ,        ,  0.361 ,      0.361 ,            ,      0.37  , 0.0971         ,                 ,               58,                   58,                 , 0.213           ,           0.213     ,    ,   4,       4,         2.13,             , 0.129       ,        0.129    ,                                                                                ,                                                                                     , 4/19/2024               ,                       , Dangerous                                                                                         , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      127500
      , 0.341   ,   0.341   ,        , 105.513,          ,             ,       0.701 ,           0.701 ,         , -12.26  , -12.26      ,         ,   0.359 ,       0.359 ,        ,  0.163 ,      0.163 ,            ,      0.0418, 0.0736         ,                 ,               62,                   62,                 , 0.903           ,           0.903     ,    ,   1,       1,         2.53,             , 0.499       ,        0.499    ,                                                                                ,                                                                                     , 1/1/2014                ,                       , Spring 1 - 2012                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      151507
      , 0.028   ,   0.028   ,        , 130.02 ,          ,             ,       0.639 ,           0.639 ,         , -29.729 , -29.729     ,         ,   0.116 ,       0.116 ,        ,  0.4   ,      0.4   ,            ,      0.039 , 0.0791         ,                 ,               67,                   67,                 , 0.397           ,           0.397     ,    ,   6,       6,         1.52,             , 0.971       ,        0.971    ,                                                                                ,                                                                                     , 10/29/2021              ,                       , See You Tomorrow                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,       91303
      , 0.107   ,   0.107   ,        , 129.368,          ,             ,       0.367 ,           0.367 ,         , -20.273 , -20.273     ,         ,   0.107 ,       0.107 ,        ,  0.146 ,      0.146 ,            ,      0.0471, 0.029          ,                 ,               64,                   64,                 , 0.926           ,           0.926     ,    ,   9,       9,         1.31,             , 0.862       ,        0.862    ,                                                                                ,                                                                                     , 11/4/2014               ,                       , Camping                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,       78875
      , 0.0621  ,   0.0621  ,        ,  68.537,          ,             ,       0.248 ,           0.248 ,         , -31.174 , -31.174     ,         ,   0.144 ,       0.144 ,        ,  0.0398,      0.0398,            ,      0.0362, 0.0437         ,                 ,               62,                   62,                 , 0.873           ,           0.873     ,    ,   5,       5,         1.56,             , 0.988       ,        0.988    ,                                                                                ,                                                                                     , 4/22/2022               ,                       , Ultraviolet                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,       93657
      , 0.0217  ,   0.0217  ,        , 104.541,          ,             ,       0.278 ,           0.278 ,         , -37.438 , -37.438     ,         ,   0.0926,       0.0926,        ,  0.223 ,      0.223 ,            ,      0.0327, 0.042          ,                 ,               61,                   61,                 , 0.919           ,           0.919     ,    ,   9,       9,         1.72,             , 0.98        ,        0.98     ,                                                                                ,                                                                                     , 3/26/2021               ,                       , Éphémère                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      103091
      , 0.339   ,   0.339   ,        ,  90.041,          ,             ,       0.53  ,           0.53  ,         , -16.973 , -16.973     ,         ,   0.102 ,       0.102 ,        ,  0.0719,      0.0719,            ,      0.0419, 0.0405         ,                 ,               58,                   58,                 , 0.874           ,           0.874     ,    ,   2,       2,         3.78,             , 0.567       ,        0.567    ,                                                                                ,                                                                                     , 2008                    ,                       , Palladio: 1. Allegretto (arr. for Strings Orchestra)                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      226880
      , 0.134   ,   0.134   ,        , 134.986,          ,             ,       0.567 ,           0.567 ,         , -25.988 , -25.988     ,         ,   0.107 ,       0.107 ,        ,  0.0642,      0.0642,            ,      0.0339, 0.0383         ,                 ,               60,                   60,                 , 0.921           ,           0.921     ,    ,   9,       9,         2.29,             , 0.99        ,        0.99     ,                                                                                ,                                                                                     , 12/15/2019              ,                       , Reflections                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      137615
      , 0.116   ,   0.116   ,        ,  79.487,          ,             ,       0.324 ,           0.324 ,         , -22.841 , -22.841     ,         ,   0.113 ,       0.113 ,        ,  0.299 ,      0.299 ,            ,      0.0348, 0.109          ,                 ,               64,                   64,                 , 0.926           ,           0.926     ,    ,   7,       7,         2.01,             , 0.986       ,        0.986    ,                                                                                ,                                                                                     , 8/6/2021                ,                       , Beving: Ala                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      120853
      , 0.232   ,   0.232   ,        , 171.226,          ,             ,       0.287 ,           0.287 ,         , -15.804 , -15.804     ,         ,   0.108 ,       0.108 ,        ,  0.47  ,      0.47  ,            ,      0.0336, 0.0522         ,                 ,               60,                   60,                 , 0.947           ,           0.947     ,    ,   8,       8,         1.79,             , 0.904       ,        0.904    ,                                                                                ,                                                                                     , 7/12/2017               ,                       , Le début du bonheur - Instrumental                                                                , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      107442
      , 0.457   ,   0.457   ,        , 113.974,          ,             ,       0.652 ,           0.652 ,         , -13.775 , -13.775     ,         ,   0.157 ,       0.157 ,        ,  0.0733,      0.0733,            ,      0.0294, 0.0425         ,                 ,               62,                   62,                 , 0.913           ,           0.913     ,    ,   1,       1,         5.3 ,             , 0.841       ,        0.841    ,                                                                                ,                                                                                     , 1/7/2023                ,                       , Resonance - Slowed & Reverb                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      318170
      , 0.375   ,   0.375   ,        , 169.951,          ,             ,       0.661 ,           0.661 ,         , -10.134 , -10.134     ,         ,   0.105 ,       0.105 ,        ,  0.645 ,      0.645 ,            ,      0.0432, 0.0801         ,                 ,               65,                   65,                 , 0.555           ,           0.555     ,    ,   3,       3,         2.38,             , 0.0566      ,        0.0566   ,                                                                                ,                                                                                     , 6/5/2016                ,                       , SimpsonWave1995                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      142603
      , 0.255   ,   0.255   ,        , 142.568,          ,             ,       0.74  ,           0.74  ,         , -7.293  , -7.293      ,         ,   0.105 ,       0.105 ,        ,  0.231 ,      0.231 ,            ,      0.0534, 0.0336         ,                 ,               62,                   62,                 , 0.894           ,           0.894     ,    ,  10,      10,         3.23,             , 0.275       ,        0.275    ,                                                                                ,                                                                                     , 1/1/2021                ,                       , School Rooftop - Slowed Down Version                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      193732
      , 0.754   ,   0.754   ,        , 170.084,          ,             ,       0.564 ,           0.564 ,         , -8.849  , -8.849      ,         ,   0.224 ,       0.224 ,        ,  0.457 ,      0.457 ,            ,      0.0646, 0.0383         ,                 ,               68,                   68,                 , 0.84            ,           0.84      ,    ,   8,       8,         3.55,             , 0.0424      ,        0.0424   ,                                                                                ,                                                                                     , 7/1/2014                ,                       , Resonance                                                                                         , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      212939
      , 0.181   ,   0.181   ,        ,  86.393,          ,             ,       0.686 ,           0.686 ,         , -14.133 , -14.133     ,         ,   0.0772,       0.0772,        ,  0.647 ,      0.647 ,            ,      0.049 , 0.0426         ,                 ,               59,                   59,                 , 0.934           ,           0.934     ,    ,   1,       1,         2.28,             , 0.652       ,        0.652    ,                                                                                ,                                                                                     , 10/17/2016              ,                       , 5:32pm                                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      136914
      , 0.599   ,   0.599   ,        ,  94.322,          ,             ,       0.377 ,           0.377 ,         , -10.281 , -10.281     ,         ,   0.0857,       0.0857,        ,  0.0545,      0.0545,            ,      0.0293, 0.0519         ,                 ,               67,                   67,                 , 0.475           ,           0.475     ,    ,   5,       5,         4.21,             , 0.00303     ,        0.00303  ,                                                                                ,                                                                                     , 7/28/2023               ,                       , Goth (Slowed + Reverb)                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      252628
      , 0.487   ,   0.487   ,        , 139.914,          ,             ,       0.655 ,           0.655 ,         , -7.988  , -7.988      ,         ,   0.271 ,       0.271 ,        ,  0.0454,      0.0454,            ,      0.033 , 0.0451         ,                 ,               61,                   61,                 , 0.897           ,           0.897     ,    ,   6,       6,         3.43,             , 0.0347      ,        0.0347   ,                                                                                ,                                                                                     , 8/7/2017                ,                       , Eternal Youth                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      205766
      , 0.855   ,   0.855   ,        , 142.026,          ,             ,       0.606 ,           0.606 ,         , -8.923  , -8.923      ,         ,   0.082 ,       0.082 ,        ,  0.422 ,      0.422 ,            ,      0.0383, 0.0325         ,                 ,               59,                   59,                 , 0.889           ,           0.889     ,    ,   1,       1,         3.49,             , 0.447       ,        0.447    ,                                                                                ,                                                                                     , 10/20/2017              ,                       , Thelema                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      209577
      , 0.894   ,   0.894   ,        ,  81.377,          ,             ,       0.469 ,           0.469 ,         , -6.341  , -6.341      ,         ,   0.125 ,       0.125 ,        ,  0.456 ,      0.456 ,            ,      0.0428, 0.0429         ,                 ,               61,                   61,                 , 0.000194        ,           0.000194  ,    ,   8,       8,         3.49,             , 0.00024     ,        0.00024  ,                                                                                ,                                                                                     , 9/1/2023                ,                       , Memory Reboot                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      209416
      , 0.222   ,   0.222   ,        ,  75.048,          ,             ,       0.382 ,           0.382 ,         , -24.021 , -24.021     ,         ,   0.0863,       0.0863,        ,  0.212 ,      0.212 ,            ,      0.0325, 0.0413         ,                 ,               67,                   67,                 , 0.901           ,           0.901     ,    ,   8,       8,         1.84,             , 0.929       ,        0.929    ,                                                                                ,                                                                                     , 7/1/2022                ,                       , distorted memories                                                                                , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      110571
      , 0.705   ,   0.705   ,        , 119.942,          ,             ,       0.543 ,           0.543 ,         , -5.779  , -5.779      ,         ,   0.21  ,       0.21  ,        ,  0.163 ,      0.163 ,            ,      0.0296, 0.0355         ,                 ,               68,                   68,                 , 0.0341          ,           0.0341    ,    ,  11,      11,         4.04,             , 0.00251     ,        0.00251  ,                                                                                ,                                                                                     , 1/1/2010                ,                       , Suffocation                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      242293
      , 0.471   ,   0.471   ,        , 140.969,          ,             ,       0.863 ,           0.863 ,         , -9.545  , -9.545      ,         ,   0.121 ,       0.121 ,        ,  0.644 ,      0.644 ,            ,      0.478 , 0.0353         ,                 ,               59,                   59,                 , 0               ,           0         ,    ,   6,       6,         4.22,             , 0.251       ,        0.251    ,                                                                                ,                                                                                     , 4/11/2019               ,                       , Keisha & Becky - Remix                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      252907
      , 0.792   ,   0.792   ,        , 142.965,          ,             ,       0.855 ,           0.855 ,         , -4.949  , -4.949      ,         ,   0.17  ,       0.17  ,        ,  0.623 ,      0.623 ,            ,      0.143 , 0.0344         ,                 ,               61,                   61,                 , 0               ,           0         ,    ,   2,       2,         2.48,             , 0.552       ,        0.552    ,                                                                                ,                                                                                     , 3/12/2021               ,                       , 6 For 6                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      148750
