energy, energy  , all_energy, tempo  , tempo  , all_tempo, danceability, danceability, all_danceability, loudness, loudness, all_loudness, liveness, liveness, all_liveness, valence, valence, all_valence, speechiness, speechiness, all_speechiness, track_popularity, track_popularity, all_track_popularity, instrumentalness, instrumentalness, all_instrumentalness, key, key, all_key, duration_min, acousticness, acousticness, all_acousticness, track_artist                                                                   , track_album_name                                                                    , track_album_release_date, playlist_name         , track_name                                                                                        , source                     , popularity_category, duration_ms, duration_ms
 0.472,         ,   0.472   , 101.061,        ,   101.061,        0.898,             ,           0.898 , -7.001  ,         , -7.001      ,   0.141 ,         ,       0.141 ,  0.214 ,        ,      0.214 ,      0.0776,            , 0.0278         ,               88,                 ,                   88, 0               ,                 ,           0         ,   1,    ,       1,         4.57,     0.0107  ,             ,        0.0107   , Kendrick Lamar                                                                 , Not Like Us                                                                         , 5/4/2024                , RapCaviar             , Not Like Us                                                                                       , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      274192,            
 0.859,         ,   0.859   , 129.77 ,        ,   129.77 ,        0.77 ,             ,           0.77  , -3.382  ,         , -3.382      ,   0.673 ,         ,       0.673 ,  0.64  ,        ,      0.64  ,      0.275 ,            , 0.0784         ,               85,                 ,                   85, 0               ,                 ,           0         ,  10,    ,      10,         3.45,     0.362   ,             ,        0.362    , "Tyler, The Creator, ScHoolboy Q, Santigold                                   ", CHROMAKOPIA                                                                         , 10/28/2024              , RapCaviar             , Thought I Was Dead (feat. ScHoolboy Q & Santigold)                                                , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      207273,            
 0.878,         ,   0.878   ,  82.557,        ,    82.557,        0.661,             ,           0.661 , -4.099  ,         , -4.099      ,   0.381 ,         ,       0.381 ,  0.514 ,        ,      0.514 ,      0.31  ,            , 0.0295         ,               87,                 ,                   87, 0               ,                 ,           0         ,   1,    ,       1,         2.76,     0.00289 ,             ,        0.00289  , "Tyler, The Creator                                                           ", CHROMAKOPIA                                                                         , 10/28/2024              , RapCaviar             , Rah Tah Tah                                                                                       , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      165413,            
 0.472,         ,   0.472   , 101.061,        ,   101.061,        0.898,             ,           0.898 , -7.001  ,         , -7.001      ,   0.141 ,         ,       0.141 ,  0.214 ,        ,      0.214 ,      0.0776,            , 0.0603         ,               88,                 ,                   88, 0               ,                 ,           0         ,   1,    ,       1,         4.57,     0.0107  ,             ,        0.0107   , Kendrick Lamar                                                                 , Not Like Us                                                                         , 5/4/2024                , Gangster Rap          , Not Like Us                                                                                       , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      274192,            
 0.552,         ,   0.552   , 144.941,        ,   144.941,        0.64 ,             ,           0.64  , -5.679  ,         , -5.679      ,   0.119 ,         ,       0.119 ,  0.112 ,        ,      0.112 ,      0.129 ,            , 0.284          ,               84,                 ,                   84, 0               ,                 ,           0         ,   2,    ,       2,         3.8 ,     0.0215  ,             ,        0.0215   , "Future, Metro Boomin, Travis Scott, Playboi Carti                            ", WE DON'T TRUST YOU                                                                  , 3/22/2024               , Gangster Rap          , Type Shit                                                                                         , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      228267,            
 0.676,         ,   0.676   , 162.012,        ,   162.012,        0.814,             ,           0.814 , -4.67   ,         , -4.67       ,   0.119 ,         ,       0.119 ,  0.312 ,        ,      0.312 ,      0.231 ,            , 0.0442         ,               83,                 ,                   83, 1.28E-05        ,                 ,           0.0000128 ,  11,    ,      11,         4.46,     0.00709 ,             ,        0.00709  , "Future, Metro Boomin, Kendrick Lamar                                         ", WE DON'T TRUST YOU                                                                  , 3/22/2024               , Trap                  , Like That                                                                                         , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      267707,            
 0.668,         ,   0.668   ,  87.973,        ,    87.973,        0.573,             ,           0.573 , -4.356  ,         , -4.356      ,   0.109 ,         ,       0.109 ,  0.145 ,        ,      0.145 ,      0.0467,            , 0.0337         ,               82,                 ,                   82, 4.01E-05        ,                 ,           0.0000401 ,   7,    ,       7,         3.33,     0.189   ,             ,        0.189    , "Metro Boomin, Future, Don Toliver                                            ", HEROES & VILLAINS                                                                   , 12/2/2022               , Trap                  , Too Many Nights (feat. Don Toliver & with Future)                                                 , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      199920,            
 0.651,         ,   0.651   , 112.648,        ,   112.648,        0.694,             ,           0.694 , -6.968  ,         , -6.968      ,   0.0787,         ,       0.0787,  0.471 ,        ,      0.471 ,      0.0784,            , 0.0282         ,               93,                 ,                   93, 1.36E-05        ,                 ,           0.0000136 ,   6,    ,       6,         3.76,     0.496   ,             ,        0.496    , "Oscar Maydon, Fuerza Regida                                                  ", Tu Boda                                                                             , 9/26/2024               , Viva Latino           , Tu Boda                                                                                           , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      225881,            
 0.581,         ,   0.581   ,  99.973,        ,    99.973,        0.805,             ,           0.805 , -5.091  ,         , -5.091      ,   0.0933,         ,       0.0933,  0.528 ,        ,      0.528 ,      0.0601,            , 0.0469         ,               86,                 ,                   86, 0.0202          ,                 ,           0.0202    ,   6,    ,       6,         2.96,     0.0303  ,             ,        0.0303   , "Cris Mj, FloyyMenor, LOUKI                                                   ", MJ                                                                                  , 9/12/2024               , Viva Latino           , Después De La 1                                                                                   , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      177600,            
 0.563,         ,   0.563   , 105.008,        ,   105.008,        0.833,             ,           0.833 , -5.593  ,         , -5.593      ,   0.139 ,         ,       0.139 ,  0.343 ,        ,      0.343 ,      0.204 ,            , 0.0584         ,               82,                 ,                   82, 1.27E-05        ,                 ,           0.0000127 ,   4,    ,       4,         3.05,     0.528   ,             ,        0.528    , "Rauw Alejandro, Bad Bunny                                                    ", Cosa Nuestra                                                                        , 11/15/2024              , Viva Latino           , Qué Pasaría...                                                                                    , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      182857,            
 0.482,         ,   0.482   , 100.029,        ,   100.029,        0.69 ,             ,           0.69  , -6.335  ,         , -6.335      ,   0.0728,         ,       0.0728,  0.356 ,        ,      0.356 ,      0.2   ,            , 0.0308         ,               88,                 ,                   88, 0.0004          ,                 ,           0.0004    ,   7,    ,       7,         2.48,     0.523   ,             ,        0.523    , Fuerza Regida                                                                  , PERO NO TE ENAMORES                                                                 , 7/25/2024               , Viva Latino           , NEL                                                                                               , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      149074,            
 0.668,         ,   0.668   , 128.027,        ,   128.027,        0.924,             ,           0.924 , -6.795  ,         , -6.795      ,   0.0678,         ,       0.0678,  0.787 ,        ,      0.787 ,      0.0469,            , 0.244          ,               93,                 ,                   93, 0.000594        ,                 ,           0.000594  ,  11,    ,      11,         3.26,     0.446   ,             ,        0.446    , KAROL G                                                                        , Si Antes Te Hubiera Conocido                                                        , 6/21/2024               , Viva Latino           , Si Antes Te Hubiera Conocido                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      195824,            
 0.712,         ,   0.712   ,  91.98 ,        ,    91.98 ,        0.848,             ,           0.848 , -3.574  ,         , -3.574      ,   0.106 ,         ,       0.106 ,  0.692 ,        ,      0.692 ,      0.0981,            , 0.0776         ,               84,                 ,                   84, 0               ,                 ,           0         ,   1,    ,       1,         4.97,     0.221   ,             ,        0.221    , "KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd ", 57                                                                                  , 11/8/2024               , Viva Latino           , 57                                                                                                , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      298131,            
 0.724,         ,   0.724   , 101.097,        ,   101.097,        0.556,             ,           0.556 , -3.165  ,         , -3.165      ,   0.217 ,         ,       0.217 ,  0.681 ,        ,      0.681 ,      0.119 ,            , 0.0322         ,               82,                 ,                   82, 0               ,                 ,           0         ,   0,    ,       0,         4.11,     0.267   ,             ,        0.267    , "Duki, Myke Towers                                                            ", AMERI                                                                               , 10/31/2024              , Viva Latino           , Nueva Era                                                                                         , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      246889,            
 0.681,         ,   0.681   , 155.079,        ,   155.079,        0.56 ,             ,           0.56  , -6.304  ,         , -6.304      ,   0.106 ,         ,       0.106 ,  0.388 ,        ,      0.388 ,      0.244 ,            , 0.0981         ,               89,                 ,                   89, 0               ,                 ,           0         ,   6,    ,       6,         3.72,     0.103   ,             ,        0.103    , "Omar Courtz, De La Rose                                                      ", PRIMERA MUSA                                                                        , 9/20/2024               , Viva Latino           , Q U E V A S H A C E R H O Y ?                                                                     , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      223320,            
 0.536,         ,   0.536   ,  97.541,        ,    97.541,        0.716,             ,           0.716 , -7.798  ,         , -7.798      ,   0.208 ,         ,       0.208 ,  0.359 ,        ,      0.359 ,      0.0328,            , 0.0601         ,               84,                 ,                   84, 0               ,                 ,           0         ,   2,    ,       2,         4.01,     0.452   ,             ,        0.452    , Junior H                                                                       , $AD BOYZ 4 LIFE II                                                                  , 10/5/2023               , Viva Latino           , PIÉNSALO                                                                                          , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      240669,            
 0.752,         ,   0.752   , 100.076,        ,   100.076,        0.841,             ,           0.841 , -4.735  ,         , -4.735      ,   0.949 ,         ,       0.949 ,  0.67  ,        ,      0.67  ,      0.105 ,            , 0.0336         ,               86,                 ,                   86, 0.00046         ,                 ,           0.00046   ,   2,    ,       2,         3.58,     0.167   ,             ,        0.167    , Shakira                                                                        , Soltera                                                                             , 9/25/2024               , Viva Latino           , Soltera                                                                                           , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      214643,            
 0.707,         ,   0.707   ,  82.045,        ,    82.045,        0.786,             ,           0.786 , -4.386  ,         , -4.386      ,   0.121 ,         ,       0.121 ,  0.691 ,        ,      0.691 ,      0.0635,            , 0.032          ,               84,                 ,                   84, 0               ,                 ,           0         ,   7,    ,       7,         3.76,     0.0399  ,             ,        0.0399   , "Maisak, Feid                                                                 ", SE ME OLVIDA                                                                        , 8/23/2024               , Viva Latino           , SE ME OLVIDA                                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      225373,            
 0.832,         ,   0.832   ,  98.582,        ,    98.582,        0.742,             ,           0.742 , -4.267  ,         , -4.267      ,   0.296 ,         ,       0.296 ,  0.716 ,        ,      0.716 ,      0.0325,            , 0.0364         ,               82,                 ,                   82, 0               ,                 ,           0         ,   8,    ,       8,         3.26,     0.0857  ,             ,        0.0857   , Grupo Frontera                                                                 , Hecha Pa' Mí                                                                        , 10/3/2024               , Viva Latino           , Hecha Pa' Mí                                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      195846,            
 0.689,         ,   0.689   , 120.208,        ,   120.208,        0.724,             ,           0.724 , -7.174  ,         , -7.174      ,   0.0922,         ,       0.0922,  0.936 ,        ,      0.936 ,      0.0524,            , 0.0683         ,               89,                 ,                   89, 6.77E-06        ,                 ,           0.00000677,   7,    ,       7,         2.44,     0.573   ,             ,        0.573    , Tito Double P                                                                  , INCÓMODO                                                                            , 8/22/2024               , Viva Latino           , EL LOKERON                                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      146141,            
 0.783,         ,   0.783   , 103.001,        ,   103.001,        0.705,             ,           0.705 , -4.783  ,         , -4.783      ,   0.0984,         ,       0.0984,  0.454 ,        ,      0.454 ,      0.0403,            , 0.0372         ,               86,                 ,                   86, 0               ,                 ,           0         ,   9,    ,       9,         2.87,     0.138   ,             ,        0.138    , Kapo                                                                           , UWAIE                                                                               , 8/15/2024               , Viva Latino           , UWAIE                                                                                             , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      172427,            
 0.764,         ,   0.764   , 148.853,        ,   148.853,        0.666,             ,           0.666 , -6.297  ,         , -6.297      ,   0.347 ,         ,       0.347 ,  0.729 ,        ,      0.729 ,      0.116 ,            , 0.0522         ,               85,                 ,                   85, 0               ,                 ,           0         ,   4,    ,       4,         2.72,     0.366   ,             ,        0.366    , "Tito Double P, Grupo Frontera                                                ", INCÓMODO                                                                            , 8/22/2024               , Viva Latino           , AY MAMÁ                                                                                           , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      163115,            
 0.578,         ,   0.578   , 199.997,        ,   199.997,        0.734,             ,           0.734 , -4.147  ,         , -4.147      ,   0.113 ,         ,       0.113 ,  0.88  ,        ,      0.88  ,      0.295 ,            , 0.0276         ,               82,                 ,                   82, 0.000242        ,                 ,           0.000242  ,   1,    ,       1,         2.37,     0.155   ,             ,        0.155    , "W Sound, Blessd, Ovy On The Drums                                            ", Soltera (W Sound 01)                                                                , 8/6/2024                , Viva Latino           , Soltera - W Sound 01                                                                              , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      142022,            
 0.513,         ,   0.513   , 109.935,        ,   109.935,        0.745,             ,           0.745 , -9.116  ,         , -9.116      ,   0.216 ,         ,       0.216 ,  0.929 ,        ,      0.929 ,      0.087 ,            , 0.0459         ,               88,                 ,                   88, 0               ,                 ,           0         ,   1,    ,       1,         2.58,     0.783   ,             ,        0.783    , "Tito Double P, Peso Pluma                                                    ", INCÓMODO                                                                            , 8/22/2024               , Viva Latino           , DOS DÍAS                                                                                          , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      154620,            
 0.356,         ,   0.356   , 169.653,        ,   169.653,        0.529,             ,           0.529 , -6.612  ,         , -6.612      ,   0.136 ,         ,       0.136 ,  0.659 ,        ,      0.659 ,      0.0569,            , 0.0277         ,               85,                 ,                   85, 0               ,                 ,           0         ,   3,    ,       3,         2.51,     0.29    ,             ,        0.29     , Julión Álvarez y su Norteño Banda                                              , Atento Aviso ... Rey Sin Reina                                                      , 9/5/2024                , Viva Latino           , Rey Sin Reina                                                                                     , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      150523,            
 0.866,         ,   0.866   , 140.266,        ,   140.266,        0.526,             ,           0.526 , -5.822  ,         , -5.822      ,   0.0945,         ,       0.0945,  0.248 ,        ,      0.248 ,      0.0568,            , 0.047          ,               84,                 ,                   84, 7.78E-05        ,                 ,           0.0000778 ,   0,    ,       0,         4.23,     0.00287 ,             ,        0.00287  , Arctic Monkeys                                                                 , Favourite Worst Nightmare                                                           , 4/22/2007               , Indie Rock Roadtrip   , 505                                                                                               , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      253587,            
 0.545,         ,   0.545   , 159.94 ,        ,   159.94 ,        0.545,             ,           0.545 , -7.362  ,         , -7.362      ,   0.417 ,         ,       0.417 ,  0.549 ,        ,      0.549 ,      0.107 ,            , 0.0323         ,               87,                 ,                   87, 5.48E-05        ,                 ,           0.0000548 ,   9,    ,       9,         3.08,     0.667   ,             ,        0.667    , Frank Ocean                                                                    , Blonde                                                                              , 8/20/2016               , R&B Hits              , Pink + White                                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      184516,            
 0.364,         ,   0.364   ,  75.24 ,        ,    75.24 ,        0.524,             ,           0.524 , -10.209 ,         , -10.209     ,   0.1   ,         ,       0.1   ,  0.436 ,        ,      0.436 ,      0.0367,            , 0.133          ,               84,                 ,                   84, 0               ,                 ,           0         ,   7,    ,       7,         3.5 ,     0.808   ,             ,        0.808    , "Daniel Caesar, H.E.R.                                                        ", Freudian                                                                            , 8/25/2017               , R&B Hits              , Best Part (feat. H.E.R.)                                                                          , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      209831,            
 0.607,         ,   0.607   ,  81.001,        ,    81.001,        0.684,             ,           0.684 , -8.127  ,         , -8.127      ,   0.191 ,         ,       0.191 ,  0.498 ,        ,      0.498 ,      0.1   ,            , 0.461          ,               85,                 ,                   85, 0.000307        ,                 ,           0.000307  ,  11,    ,      11,         3.26,     0.0267  ,             ,        0.0267   , Miguel                                                                         , All I Want Is You                                                                   , 11/26/2010              , R&B Hits              , Sure Thing                                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      195373,            
 0.551,         ,   0.551   , 143.008,        ,   143.008,        0.559,             ,           0.559 , -7.231  ,         , -7.231      ,   0.11  ,         ,       0.11  ,  0.392 ,        ,      0.392 ,      0.132 ,            , 0.0507         ,               86,                 ,                   86, 0               ,                 ,           0         ,   5,    ,       5,         3.36,     0.141   ,             ,        0.141    , SZA                                                                            , SOS                                                                                 , 12/9/2022               , R&B Hits              , Snooze                                                                                            , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      201800,            
 0.284,         ,   0.284   ,  99.796,        ,    99.796,        0.358,             ,           0.358 , -8.285  ,         , -8.285      ,   0.183 ,         ,       0.183 ,  0.276 ,        ,      0.276 ,      0.0285,            , 0.101          ,               84,                 ,                   84, 0               ,                 ,           0         ,   7,    ,       7,         3.01,     0.805   ,             ,        0.805    , SZA                                                                            , SOS                                                                                 , 12/9/2022               , R&B Hits              , Nobody Gets Me                                                                                    , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      180853,            
 0.735,         ,   0.735   ,  88.98 ,        ,    88.98 ,        0.644,             ,           0.644 , -5.747  ,         , -5.747      ,   0.161 ,         ,       0.161 ,  0.418 ,        ,      0.418 ,      0.0391,            , 0.129          ,               86,                 ,                   86, 0.144           ,                 ,           0.144     ,   8,    ,       8,         2.57,     0.0521  ,             ,        0.0521   , SZA                                                                            , SOS                                                                                 , 12/8/2022               , R&B Hits              , Kill Bill                                                                                         , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      153947,            
 0.635,         ,   0.635   , 103.019,        ,   103.019,        0.617,             ,           0.617 , -6.769  ,         , -6.769      ,   0.164 ,         ,       0.164 ,  0.446 ,        ,      0.446 ,      0.0317,            , 0.0776         ,               86,                 ,                   86, 1.44E-05        ,                 ,           0.0000144 ,  11,    ,      11,         4.12,     0.0498  ,             ,        0.0498   , "The Chainsmokers, Coldplay                                                   ", Memories...Do Not Open                                                              , 4/7/2017                , EDM Hits              , Something Just Like This                                                                          , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      247160,            
 0.939,         ,   0.939   , 129.024,        ,   129.024,        0.671,             ,           0.671 , -3.206  ,         , -3.206      ,   0.298 ,         ,       0.298 ,  0.53  ,        ,      0.53  ,      0.161 ,            , 0.275          ,               84,                 ,                   84, 0               ,                 ,           0         ,   8,    ,       8,         4.21,     0.191   ,             ,        0.191    , "Pitbull, AFROJACK, Ne-Yo, Nayer                                              ", Planet Pit (Deluxe Version)                                                         , 6/17/2011               , EDM Hits              , Give Me Everything (feat. Nayer)                                                                  , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      252307,            
 0.715,         ,   0.715   , 199.892,        ,   199.892,        0.475,             ,           0.475 , -5.371  ,         , -5.371      ,   0.135 ,         ,       0.135 ,  0.159 ,        ,      0.159 ,      0.058 ,            , 0.31           ,               83,                 ,                   83, 2.67E-05        ,                 ,           0.0000267 ,   8,    ,       8,         3.43,     0.0863  ,             ,        0.0863   , "DJ Snake, Justin Bieber                                                      ", Encore                                                                              , 8/5/2016                , EDM Hits              , Let Me Love You                                                                                   , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      205947,            
 0.823,         ,   0.823   , 128.035,        ,   128.035,        0.646,             ,           0.646 , -4.123  ,         , -4.123      ,   0.322 ,         ,       0.322 ,  0.418 ,        ,      0.418 ,      0.0394,            , 0.0776         ,               82,                 ,                   82, 0               ,                 ,           0         ,   2,    ,       2,         3.79,     0.213   ,             ,        0.213    , "Calvin Harris, Ellie Goulding                                                ", Motion                                                                              , 10/31/2014              , EDM Hits              , Outside (feat. Ellie Goulding)                                                                    , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      227267,            
 0.835,         ,   0.835   , 125.983,        ,   125.983,        0.527,             ,           0.527 , -5.298  ,         , -5.298      ,   0.249 ,         ,       0.249 ,  0.654 ,        ,      0.654 ,      0.0433,            , 0.129          ,               82,                 ,                   82, 0               ,                 ,           0         ,   6,    ,       6,         2.94,     0.0166  ,             ,        0.0166   , Avicii                                                                         , The Days / Nights                                                                   , 1/1/2014                , EDM Hits              , The Nights                                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      176658,            
 0.524,         ,   0.524   ,  95.01 ,        ,    95.01 ,        0.748,             ,           0.748 , -5.599  ,         , -5.599      ,   0.111 ,         ,       0.111 ,  0.661 ,        ,      0.661 ,      0.0338,            , 0.231          ,               84,                 ,                   84, 0               ,                 ,           0         ,   8,    ,       8,         4.08,     0.414   ,             ,        0.414    , "The Chainsmokers, Halsey                                                     ", Closer                                                                              , 7/29/2016               , EDM Hits              , Closer                                                                                            , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      244960,            
 0.963,         ,   0.963   , 129.992,        ,   129.992,        0.581,             ,           0.581 , -4.087  ,         , -4.087      ,   0.139 ,         ,       0.139 ,  0.788 ,        ,      0.788 ,      0.0981,            , 0.0467         ,               82,                 ,                   82, 0               ,                 ,           0         ,  11,    ,      11,         3.4 ,     0.0295  ,             ,        0.0295   , "Pitbull, Kesha                                                               ", Global Warming: Meltdown (Deluxe Version)                                           , 2012                    , EDM Hits              , Timber                                                                                            , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      204160,            
 0.592,         ,   0.592   , 157.969,        ,   157.969,        0.521,             ,           0.521 , -7.777  ,         , -7.777      ,   0.122 ,         ,       0.122 ,  0.535 ,        ,      0.535 ,      0.0304,            , 0.0784         ,              100,                 ,                  100, 0               ,                 ,           0         ,   6,    ,       6,         4.19,     0.308   ,             ,        0.308    , "Lady Gaga, Bruno Mars                                                        ", Die With A Smile                                                                    , 8/16/2024               , Top Gaming Tracks     , Die With A Smile                                                                                  , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      251668,            
 0.507,         ,   0.507   , 104.978,        ,   104.978,        0.747,             ,           0.747 , -10.171 ,         , -10.171     ,   0.117 ,         ,       0.117 ,  0.438 ,        ,      0.438 ,      0.0358,            , 0.0601         ,               97,                 ,                   97, 0.0608          ,                 ,           0.0608    ,   2,    ,       2,         3.51,     0.2     ,             ,        0.2      , Billie Eilish                                                                  , HIT ME HARD AND SOFT                                                                , 5/17/2024               , Top Gaming Tracks     , BIRDS OF A FEATHER                                                                                , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      210373,            
 0.582,         ,   0.582   , 116.712,        ,   116.712,        0.7  ,             ,           0.7   , -5.96   ,         , -5.96       ,   0.0881,         ,       0.0881,  0.785 ,        ,      0.785 ,      0.0356,            , 0.204          ,               94,                 ,                   94, 0               ,                 ,           0         ,  11,    ,      11,         3.64,     0.0502  ,             ,        0.0502   , Chappell Roan                                                                  , "Good Luck, Babe!                                                                  ", 4/5/2024                , Top Gaming Tracks     , "Good Luck, Babe!                                                                  "              , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      218424,            
 0.76 ,         ,   0.76    , 103.969,        ,   103.969,        0.701,             ,           0.701 , -5.478  ,         , -5.478      ,   0.185 ,         ,       0.185 ,  0.69  ,        ,      0.69  ,      0.0285,            , 0.2            ,               90,                 ,                   90, 6.54E-05        ,                 ,           0.0000654 ,   0,    ,       0,         2.92,     0.107   ,             ,        0.107    , Sabrina Carpenter                                                              , Espresso                                                                            , 4/12/2024               , Top Gaming Tracks     , Espresso                                                                                          , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      175459,            
 0.604,         ,   0.604   , 159.92 ,        ,   159.92 ,        0.561,             ,           0.561 , -4.409  ,         , -4.409      ,   0.104 ,         ,       0.104 ,  0.242 ,        ,      0.242 ,      0.0337,            , 0.0469         ,               89,                 ,                   89, 1.90E-05        ,                 ,           0.000019  ,   9,    ,       9,         3.51,     0.199   ,             ,        0.199    , Teddy Swims                                                                    , I've Tried Everything But Therapy (Part 1)                                          , 9/15/2023               , Top Gaming Tracks     , Lose Control                                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      210689,            
 0.882,         ,   0.882   , 148.038,        ,   148.038,        0.569,             ,           0.569 , -2.777  ,         , -2.777      ,   0.142 ,         ,       0.142 ,  0.201 ,        ,      0.201 ,      0.06  ,            , 0.0981         ,               88,                 ,                   88, 0               ,                 ,           0         ,   3,    ,       3,         3.2 ,     0.0316  ,             ,        0.0316   , "Travis Scott, Playboi Carti                                                  ", UTOPIA                                                                              , 7/28/2023               , Top Gaming Tracks     , FE!N (feat. Playboi Carti)                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      191701,            
 0.601,         ,   0.601   , 123.994,        ,   123.994,        0.635,             ,           0.635 , -6.129  ,         , -6.129      ,   0.11  ,         ,       0.11  ,  0.332 ,        ,      0.332 ,      0.0295,            , 0.119          ,               88,                 ,                   88, 0               ,                 ,           0         ,   1,    ,       1,         2.88,     0.246   ,             ,        0.246    , Myles Smith                                                                    , Stargazing                                                                          , 5/10/2024               , Top Gaming Tracks     , Stargazing                                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      172533,            
 0.757,         ,   0.757   , 139.982,        ,   139.982,        0.742,             ,           0.742 , -4.981  ,         , -4.981      ,   0.305 ,         ,       0.305 ,  0.957 ,        ,      0.957 ,      0.0421,            , 0.244          ,               88,                 ,                   88, 0               ,                 ,           0         ,   6,    ,       6,         3.08,     0.0187  ,             ,        0.0187   , Chappell Roan                                                                  , The Rise and Fall of a Midwest Princess                                             , 9/22/2023               , Top Gaming Tracks     , HOT TO GO!                                                                                        , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      184841,            
 0.472,         ,   0.472   , 101.061,        ,   101.061,        0.898,             ,           0.898 , -7.001  ,         , -7.001      ,   0.141 ,         ,       0.141 ,  0.214 ,        ,      0.214 ,      0.0776,            , 0.0328         ,               88,                 ,                   88, 0               ,                 ,           0         ,   1,    ,       1,         4.57,     0.0107  ,             ,        0.0107   , Kendrick Lamar                                                                 , Not Like Us                                                                         , 5/4/2024                , Top Gaming Tracks     , Not Like Us                                                                                       , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      274192,            
 0.583,         ,   0.583   , 181.489,        ,   181.489,        0.432,             ,           0.432 , -4.682  ,         , -4.682      ,   0.0933,         ,       0.0933,  0.544 ,        ,      0.544 ,      0.0687,            , 0.105          ,               87,                 ,                   87, 0               ,                 ,           0         ,   8,    ,       8,         2.7 ,     0.174   ,             ,        0.174    , Benson Boone                                                                   , Fireworks & Rollerblades                                                            , 4/5/2024                , Top Gaming Tracks     , Slow It Down                                                                                      , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      161831,            
 0.709,         ,   0.709   ,  81.012,        ,    81.012,        0.722,             ,           0.722 , -4.95   ,         , -4.95       ,   0.0804,         ,       0.0804,  0.604 ,        ,      0.604 ,      0.0273,            , 0.0635         ,               86,                 ,                   86, 0               ,                 ,           0         ,   9,    ,       9,         2.85,     0.0633  ,             ,        0.0633   , Shaboozey                                                                      , A Bar Song (Tipsy)                                                                  , 4/12/2024               , Top Gaming Tracks     , A Bar Song (Tipsy)                                                                                , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      171292,            
 0.782,         ,   0.782   , 119.992,        ,   119.992,        0.727,             ,           0.727 , -8.529  ,         , -8.529      ,   0.225 ,         ,       0.225 ,  0.655 ,        ,      0.655 ,      0.042 ,            , 0.0325         ,               86,                 ,                   86, 0.336           ,                 ,           0.336     ,   8,    ,       8,         2.96,     0.0563  ,             ,        0.0563   , "Adam Port, Stryv, Keinemusik, Orso, Malachiii                                ", Move                                                                                , 6/7/2024                , Top Gaming Tracks     , Move                                                                                              , Spotify_Top20_Percentile   , HIGH POPULARITY    ,      177599,            
