energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,track_popularity,key,duration_min,acousticness,popularity_Catergory,track_artist                                                                   ,release_date,
0.467,154.636,0.587,-12.392,0.098,0.353,0.0306,0.928,60,4,3.06,0.867,Low_Popularity, Gustavo Santaolalla                                                                                                                                                                                                                                 , 6/7/2013                ,
0.344,126.06,0.375,-12.561,0.0682,0.106,0.0335,0.776,60,2,3.97,0.81,Low_Popularity, Jesper Kyd, 11/16/2009              ,
0.01,87.971,0.642,-25.164,0.103,0.197,0.0446,0.945,67,2,3.59,0.992,Low_Popularity, C418                                                                                                                                                                                                                                                , 3/4/2011                ,
0.571,89.982,0.413,-7.329,0.0885,0.338,0.0485,0.126,58,9,4.18,0.00236,Low_Popularity, P.T. Adamczyk                                                                                                                                                                                                                                       , 12/11/2020              ,
0.186,72.162,0.0664,-17.679,0.108,0.0363,0.0346,0.887,59,1,4.08,0.943,Low_Popularity, Jeremy Soule                                                                                                                                                                                                                                        , 1/31/2013               ,
0.413,95.989,0.686,-6.332,0.122,0.595,0.0263,0.115,58,6,5.19,0.103,Low_Popularity, Lord Huron                                                                                                                                                                                                                                          , 4/20/2018               ,
0.271,71.855,0.325,-8.069,0.301,0.279,0.0418,0,61,7,3.61,0.73,Low_Popularity, Lorde                                                                                                                                                                                                                                               , 6/16/2017               ,
0.728,153.07,0.788,-3.765,0.11,0.287,0.261,0.00000482,66,1,3.35,0.17,Low_Popularity, Gunna, 5/10/2024               ,
0.729,124.013,0.602,-5.306,0.156,0.302,0.172,0,66,2,2.33,0.084,Low_Popularity, Lil Uzi Vert                                                                                                                                                                                                                                        , 11/1/2024               ,
0.616,105.952,0.753,-8.245,0.109,0.0388,0.0495,0.00000177,65,4,3.59,0.00583,Low_Popularity, Trippie Redd                                                                                                                                                                                                                                        , 11/9/2018               ,
0.768,90.146,0.389,-4.765,0.119,0.334,0.256,0,58,1,3.06,0.038,Low_Popularity, The Kid LAROI, 7/27/2021               ,
0.482,140.064,0.736,-8.242,0.229,0.608,0.196,0,60,4,3.74,0.327,Low_Popularity, Future, 10/19/2018              ,
0.604,128.845,0.41,-3.453,0.312,0.28,0.0331,0,60,10,3.42,0.777,Low_Popularity, YOON MIRAE                                                                                                                                                                                                                                          , 2/18/2016               ,
0.41,110.252,0.416,-6.146,0.107,0.219,0.0292,0,65,10,3.79,0.843,Low_Popularity, Crush                                                                                                                                                                                                                                               , 12/17/2016              ,
0.778,94.996,0.696,-4.653,0.329,0.41,0.0585,0,67,1,3.65,0.352,Low_Popularity, Loco, 8/29/2016               ,
0.76,130.096,0.512,-5.889,0.103,0.495,0.0682,0,68,2,3.52,0.299,Low_Popularity, Jung Kook                                                                                                                                                                                                                                           , 2/11/2022               ,
0.736,90.002,0.514,-4.364,0.18,0.495,0.0321,0,64,10,3.16,0.483,Low_Popularity, CHEN, 2/25/2016               ,
0.426,149.898,0.532,-6.117,0.134,0.137,0.0288,0,64,3,3.37,0.639,Low_Popularity, Jimin, 4/24/2022               ,
0.294,87.895,0.59,-8.125,0.0873,0.461,0.0654,0,63,9,3.52,0.854,Low_Popularity, Sam Kim                                                                                                                                                                                                                                             , 7/24/2021               ,
0.499,131.076,0.343,-5.121,0.119,0.104,0.0387,0,61,6,4.01,0.665,Low_Popularity, Gummy                                                                                                                                                                                                                                               , 3/10/2016               ,
0.431,133.675,0.497,-4.755,0.153,0.167,0.0287,0,63,5,3.83,0.66,Low_Popularity, AILEE                                                                                                                                                                                                                                               , 1/7/2017                ,
0.446,138.66,0.406,-4.306,0.194,0.214,0.0335,0,62,9,3.75,0.739,Low_Popularity, DAVICHI                                                                                                                                                                                                                                             , 3/3/2016                ,
0.517,132.319,0.539,-5.244,0.181,0.217,0.0282,0,61,7,4.15,0.321,Low_Popularity, MINNIE                                                                                                                                                                                                                                              , 4/16/2024               ,
0.817,131.985,0.604,-3.24,0.419,0.625,0.0452,0,60,9,3.58,0.016,Low_Popularity, ECLIPSE                                                                                                                                                                                                                                             , 4/8/2024                ,
0.603,100.171,0.418,-9.379,0.11,0.657,0.204,0.0000252,60,7,3.4,0.536,Low_Popularity, Wonstein                                                                                                                                                                                                                                            , 2/26/2022               ,
0.838,75.021,0.533,-3.723,0.394,0.449,0.0319,0,59,0,3.28,0.102,Low_Popularity, CHEN, 8/25/2016               ,
0.344,133.499,0.482,-6.002,0.129,0.211,0.0318,0,59,5,2.82,0.901,Low_Popularity, SOYOU                                                                                                                                                                                                                                               , 12/31/2016              ,
0.834,102.038,0.603,-2.339,0.0989,0.555,0.0287,0,58,1,3.61,0.353,Low_Popularity, K.Will                                                                                                                                                                                                                                              , 3/18/2016               ,
0.366,81.943,0.565,-8.611,0.131,0.385,0.0278,0.0000121,58,11,4.67,0.657,Low_Popularity, HAECHAN                                                                                                                                                                                                                                             , 3/5/2022                ,
0.515,135.221,0.387,-5.529,0.16,0.199,0.0338,0,58,2,4.55,0.686,Low_Popularity, Jung Seung Hwan                                                                                                                                                                                                                                     , 5/31/2016               ,
0.48,92.157,0.853,-9.052,0.0323,0.815,0.0512,0.000618,66,8,4.25,0.0234,Low_Popularity, Los Cafres                                                                                                                                                                                                                                          , 9/1/1997                ,
0.515,169.874,0.669,-6.064,0.105,0.289,0.284,0,66,4,3.46,0.746,Low_Popularity, Micro TDH                                                                                                                                                                                                                                           , 6/16/2017               ,
0.487,170.285,0.592,-9.052,0.0768,0.638,0.251,0,64,9,3.43,0.485,Low_Popularity, Gepe                                                                                                                                                                                                                                                , 5/26/2017               ,
0.434,80.015,0.851,-9.551,0.171,0.926,0.072,0,64,0,2.92,0.52,Low_Popularity, Koino Yokan                                                                                                                                                                                                                                         , 3/17/2022               ,
0.559,126.046,0.835,-8.09,0.0881,0.751,0.0438,0.00000216,58,0,4.32,0.202,Low_Popularity, Vicente Garcia, 1/1/2011                ,
0.731,150.151,0.676,-5.253,0.624,0.812,0.0368,0.0000126,58,9,3.89,0.0438,Low_Popularity, Los Pericos, 9/28/2010               ,
0.448,145.997,0.789,-7.514,0.178,0.727,0.0441,0,58,0,4.14,0.126,Low_Popularity, Dread Mar I                                                                                                                                                                                                                                         , 5/24/2018               ,
0.529,144.707,0.725,-5.565,0.174,0.6,0.0375,0.0028,58,0,4.78,0.0908,Low_Popularity, King Chango                                                                                                                                                                                                                                         ,1/1/2000,
0.638,165.929,0.697,-5.246,0.103,0.598,0.091,0.00286,63,8,4.43,0.0216,Low_Popularity, Los Cafres                                                                                                                                                                                                                                          , 9/27/2011               ,
0.85,118.174,0.64,-5.519,0.148,0.698,0.18,0,59,6,3.05,0.1,Low_Popularity, Moses Bliss, 1/26/2024               ,
0.534,137.092,0.168,-7.976,0.564,0.115,0.0384,0.197,58,6,11.95,0.115,Low_Popularity, Jesus Image                                                                                                                                                                                                                                         , 4/15/2022               ,
0.588,97.026,0.669,-6.902,0.179,0.237,0.339,0,62,2,4.54,0.177,Low_Popularity, DIVINE                                                                                                                                                                                                                                              , 12/3/2020               ,
0.663,98.022,0.819,-6.976,0.202,0.736,0.1,0.00012,66,10,3.78,0.643,Low_Popularity, Yo Yo Honey Singh, 8/26/2024               ,
0.606,175.917,0.656,-5.948,0.105,0.38,0.363,0,68,9,2.93,0.335,Low_Popularity, Dhanda Nyoliwala                                                                                                                                                                                                                                    , 10/19/2024              ,
0.702,180.219,0.711,-10.048,0.0932,0.674,0.233,0.0163,68,5,2.47,0.00487,Low_Popularity, Shubh, 9/9/2022                ,
0.737,140.055,0.858,-7.077,0.117,0.717,0.266,0,61,9,2.54,0.284,Low_Popularity, Seedhe Maut, 8/19/2023               ,
0.703,90.012,0.816,-7.642,0.12,0.591,0.322,0,60,9,2.89,0.121,Low_Popularity, Dhanda Nyoliwala                                                                                                                                                                                                                                    , 10/19/2024              ,
0.905,137.953,0.83,-5.018,0.153,0.926,0.237,0,59,8,3.1,0.172,Low_Popularity, KR$NA                                                                                                                                                                                                                                               , 10/26/2022              ,
0.568,95.251,0.928,-4.022,0.129,0.513,0.315,0,65,0,3.05,0.182,Low_Popularity, Real Boss, 10/21/2022              ,
0.837,85.075,0.598,-4.83,0.191,0.893,0.299,0.00000183,58,10,3.21,0.185,Low_Popularity, DIVINE, 1/18/2024               ,
0.693,141.794,0.706,-5.502,0.346,0.838,0.259,0,67,0,3.41,0.0123,Low_Popularity, Varinder Brar                                                                                                                                                                                                                                       , 10/11/2021              ,
0.46,149.909,0.636,-8.036,0.114,0.474,0.306,0,64,3,3.01,0.745,Low_Popularity, Umair, 8/8/2024                ,
0.456,95.992,0.816,-8.281,0.189,0.534,0.569,0,62,9,5.72,0.529,Low_Popularity, Young Stunners, 3/29/2021               ,
0.548,129.972,0.871,-8.912,0.12,0.652,0.186,0.000157,62,2,2.48,0.669,Low_Popularity, MC SQUARE, 8/30/2023               ,
0.447,120.069,0.856,-7.86,0.108,0.391,0.102,0,59,9,4.27,0.744,Low_Popularity, Talha Anjum, 2/18/2023               ,
0.472,149.97,0.748,-9.266,0.102,0.364,0.125,0.000011,60,0,3.85,0.596,Low_Popularity, King                                                                                                                                                                                                                                                , 5/20/2022               ,
0.644,150.015,0.749,-6.558,0.12,0.446,0.336,0,64,9,3.25,0.0435,Low_Popularity, Sidhu Moose Wala, 2/2/2024                ,
0.684,100.042,0.769,-6.113,0.18,0.483,0.148,0,68,10,2.68,0.0977,Low_Popularity, Sukha, 11/17/2023              ,
0.752,140.032,0.788,-3.823,0.61,0.236,0.0843,0,58,1,3.49,0.0711,Low_Popularity, AP Dhillon, 12/23/2020              ,
0.622,144.005,0.715,-6.318,0.253,0.644,0.213,0,65,8,3.52,0.237,Low_Popularity, Irshad Khan                                                                                                                                                                                                                                         , 12/27/2022              ,
0.745,139.9,0.868,-5.82,0.431,0.762,0.268,0.000342,67,11,3.14,0.187,Low_Popularity, Laddi Chahal, 11/16/2022              ,
0.558,112.617,0.683,-7.947,0.128,0.362,0.313,0.0000166,58,8,4.49,0.0561,Low_Popularity, Talha Anjum, 6/10/2024               ,
0.928,129.188,0.452,-3.133,0.226,0.6,0.079,0.000637,67,2,2.56,0.000706,Low_Popularity, Dropkick Murphys                                                                                                                                                                                                                                    , 7/19/2005               ,
0.912,108.084,0.323,-2.059,0.373,0.609,0.0425,0,59,9,5.11,0.0219,Low_Popularity, Dropkick Murphys                                                                                                                                                                                                                                    , 1/8/2013                ,
0.644,151.065,0.677,-9.337,0.106,0.536,0.0971,0.00178,67,8,3.37,0.161,Low_Popularity, Sticky Fingers                                                                                                                                                                                                                                      , 3/8/2013                ,
0.624,82.524,0.763,-7.454,0.104,0.851,0.0736,0.00131,65,7,3.57,0.408,Low_Popularity, Stick Figure, 11/13/2015              ,
0.757,80.976,0.708,-5.121,0.17,0.552,0.0791,0,66,7,4.23,0.0362,Low_Popularity, Sublime                                                                                                                                                                                                                                             , 7/30/1996               ,
0.849,102.003,0.66,-5.97,0.0878,0.839,0.029,0.000107,60,0,3.65,0.00458,Low_Popularity, Sticky Fingers                                                                                                                                                                                                                                      , 8/1/2014                ,
0.538,141.017,0.869,-6.239,0.162,0.742,0.0437,0.128,62,2,3.98,0.333,Low_Popularity, Stick Figure, 8/30/2019               ,
0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.336,68,8,2.96,0.0563,Low_Popularity, Adam Port, 6/7/2024                ,
0.721,119.995,0.756,-9.453,0.225,0.571,0.0405,0.251,60,7,3.03,0.0965,Low_Popularity, Rampa, 10/25/2024              ,
0.851,122.971,0.669,-5.008,0.118,0.0825,0.0383,0.0377,63,10,3.28,0.0913,Low_Popularity, Hydawai, 6/28/2024               ,
0.865,125.997,0.764,-6.907,0.0617,0.177,0.109,0.722,63,6,2.93,0.0118,Low_Popularity, Jerry Ropero, 8/9/2024                ,
0.826,121.009,0.642,-5.247,0.092,0.501,0.0522,0.727,61,11,5.05,0.00406,Low_Popularity, Naomi Sharon, 8/24/2023               ,
0.879,123.004,0.741,-6.132,0.126,0.362,0.0425,0.0433,68,1,3.36,0.0841,Low_Popularity, James Mac, 6/23/2023               ,
0.954,123.943,0.772,-6.176,0.193,0.396,0.0801,0.521,62,4,2.52,0.00444,Low_Popularity, HUGEL, 6/28/2024               ,
0.755,120.036,0.597,-7.341,0.205,0.114,0.0336,0.885,67,1,4.1,0.000135,Low_Popularity, Nitefreak, 11/3/2023               ,
0.783,127.01,0.714,-5.979,0.0841,0.539,0.0383,0.881,64,5,3.49,0.000178,Low_Popularity, Afro Medusa, 1/29/1999               ,
0.656,119.003,0.672,-8.313,0.0756,0.338,0.0426,0.538,59,8,5.77,0.000577,Low_Popularity, Eden Shalev                                                                                                                                                                                                                                         , 12/2/2022               ,
0.745,122.015,0.692,-7.785,0.131,0.302,0.0519,0.879,59,6,4.04,0.00184,Low_Popularity, Maz, 7/14/2023               ,
0.812,119.994,0.662,-7.719,0.234,0.0977,0.0451,0.763,62,1,3.82,0.00396,Low_Popularity, HUGEL, 5/31/2024               ,
0.708,119.988,0.675,-7.42,0.0898,0.586,0.0325,0.0841,59,8,4,0.0132,Low_Popularity, &friends, 10/7/2022               ,
0.901,118.006,0.625,-9.194,0.148,0.12,0.0429,0.929,63,10,2.95,0.486,Low_Popularity, Kelis, 9/12/2023               ,
0.914,126.001,0.754,-8.151,0.0994,0.346,0.0413,0.764,59,6,3.59,0.0275,Low_Popularity, Luedji Luna, 4/6/2022                ,
0.816,121.983,0.701,-10.55,0.123,0.207,0.0355,0.413,63,11,4.34,0.0112,Low_Popularity, Caiiro, 8/19/2022               ,
0.794,123.025,0.679,-9.803,0.0928,0.389,0.0353,0.51,66,2,5.98,0.389,Low_Popularity, Ahmed Spins, 6/3/2022                ,
0.505,114.532,0.51,-13.053,0.117,0.318,0.0344,0.96,62,9,4.9,0.342,Low_Popularity, Aphex Twin                                                                                                                                                                                                                                          , 2/10/1992               ,
0.988,79.147,0.508,-4.262,0.288,0.273,0.121,0.804,59,1,2.05,0.0933,Low_Popularity, Dimitri Vegas & Like Mike                                                                                                                                                                                                                           , 10/11/2024              ,
0.851,159.957,0.219,-3.706,0.0984,0.152,0.0534,0.132,62,8,3.03,0.1,Low_Popularity, Hardwell, 10/11/2024              ,
0.898,169.913,0.531,-0.892,0.61,0.297,0.327,0.00012,61,0,1.94,0.0761,Low_Popularity, Slaughterhouse, 9/20/2024               ,
0.996,100.02,0.569,-0.45,0.707,0.461,0.224,0.0114,60,5,3.36,0.198,Low_Popularity, The Prophet                                                                                                                                                                                                                                         , 5/22/2019               ,
0.917,150.086,0.584,-4.989,0.801,0.411,0.061,0.000481,60,9,3,0.0156,Low_Popularity, Felix Harrer, 5/31/2024               ,
0.95,150.024,0.497,-2.087,0.22,0.557,0.0336,0.000129,59,10,3.01,0.0699,Low_Popularity, Jordiz                                                                                                                                                                                                                                              , 6/25/2021               ,
0.91,180.059,0.432,-3.902,0.772,0.249,0.0636,0.0838,59,1,3.34,0.000751,Low_Popularity, Rooler, 5/23/2024               ,
0.92,145.176,0.457,-4.309,0.133,0.39,0.102,0.0000343,59,5,2.99,0.0137,Low_Popularity, W&W, 11/26/2021              ,
0.991,160.029,0.624,-1.28,0.371,0.301,0.207,0.00169,58,1,2.93,0.00869,Low_Popularity, La Fuente, 6/7/2024                ,
0.959,159.97,0.771,-0.75,0.321,0.361,0.37,0.213,58,4,2.13,0.129,Low_Popularity, Basswell, 4/19/2024               ,
0.341,105.513,0.701,-12.26,0.359,0.163,0.0418,0.903,62,1,2.53,0.499,Low_Popularity, Max Richter, 1/1/2014                ,
0.028,130.02,0.639,-29.729,0.116,0.4,0.039,0.397,67,6,1.52,0.971,Low_Popularity, Evgeny Grinko                                                                                                                                                                                                                                       , 10/29/2021              ,
0.107,129.368,0.367,-20.273,0.107,0.146,0.0471,0.926,64,9,1.31,0.862,Low_Popularity, Jóhann Jóhannsson                                                                                                                                                                                                                                   , 11/4/2014               ,
0.0621,68.537,0.248,-31.174,0.144,0.0398,0.0362,0.873,62,5,1.56,0.988,Low_Popularity, James Heather                                                                                                                                                                                                                                       , 4/22/2022               ,
0.0217,104.541,0.278,-37.438,0.0926,0.223,0.0327,0.919,61,9,1.72,0.98,Low_Popularity, Tony Anderson                                                                                                                                                                                                                                       , 3/26/2021               ,
0.339,90.041,0.53,-16.973,0.102,0.0719,0.0419,0.874,58,2,3.78,0.567,Low_Popularity, Karl Jenkins,1/1/2008,
0.134,134.986,0.567,-25.988,0.107,0.0642,0.0339,0.921,60,9,2.29,0.99,Low_Popularity, Borrtex                                                                                                                                                                                                                                             , 12/15/2019              ,
0.116,79.487,0.324,-22.841,0.113,0.299,0.0348,0.926,64,7,2.01,0.986,Low_Popularity, Joep Beving                                                                                                                                                                                                                                         , 8/6/2021                ,
0.232,171.226,0.287,-15.804,0.108,0.47,0.0336,0.947,60,8,1.79,0.904,Low_Popularity, Daprinski                                                                                                                                                                                                                                           , 7/12/2017               ,
0.457,113.974,0.652,-13.775,0.157,0.0733,0.0294,0.913,62,1,5.3,0.841,Low_Popularity, noturgf                                                                                                                                                                                                                                             , 1/7/2023                ,
0.375,169.951,0.661,-10.134,0.105,0.645,0.0432,0.555,65,3,2.38,0.0566,Low_Popularity, FrankJavCee                                                                                                                                                                                                                                         , 6/5/2016                ,
0.255,142.568,0.74,-7.293,0.105,0.231,0.0534,0.894,62,10,3.23,0.275,Low_Popularity, Hisohkah, 1/1/2021                ,
0.754,170.084,0.564,-8.849,0.224,0.457,0.0646,0.84,68,8,3.55,0.0424,Low_Popularity, Home                                                                                                                                                                                                                                                , 7/1/2014                ,
0.181,86.393,0.686,-14.133,0.0772,0.647,0.049,0.934,59,1,2.28,0.652,Low_Popularity, The Deli                                                                                                                                                                                                                                            , 10/17/2016              ,
0.599,94.322,0.377,-10.281,0.0857,0.0545,0.0293,0.475,67,5,4.21,0.00303,Low_Popularity, Sidewalks and Skeletons                                                                                                                                                                                                                             , 7/28/2023               ,
0.487,139.914,0.655,-7.988,0.271,0.0454,0.033,0.897,61,6,3.43,0.0347,Low_Popularity, RŮDE                                                                                                                                                                                                                                                , 8/7/2017                ,
0.855,142.026,0.606,-8.923,0.082,0.422,0.0383,0.889,59,1,3.49,0.447,Low_Popularity, Øfdream                                                                                                                                                                                                                                             , 10/20/2017              ,
0.894,81.377,0.469,-6.341,0.125,0.456,0.0428,0.000194,61,8,3.49,0.00024,Low_Popularity, VØJ, 9/1/2023                ,
0.222,75.048,0.382,-24.021,0.0863,0.212,0.0325,0.901,67,8,1.84,0.929,Low_Popularity, Øneheart, 7/1/2022                ,
0.705,119.942,0.543,-5.779,0.21,0.163,0.0296,0.0341,68,11,4.04,0.00251,Low_Popularity, Crystal Castles                                                                                                                                                                                                                                     , 1/1/2010                ,
0.471,140.969,0.863,-9.545,0.121,0.644,0.478,0,59,6,4.22,0.251,Low_Popularity, Russ Millions, 4/11/2019               ,
0.792,142.965,0.855,-4.949,0.17,0.623,0.143,0,61,2,2.48,0.552,Low_Popularity, Central Cee                                                                                                                                                                                                                                         , 3/12/2021               ,
0.666,145.066,0.821,-7.237,0.319,0.739,0.342,0,58,1,2.97,0.0954,Low_Popularity, Tion Wayne, 5/29/2020               ,
0.481,140.122,0.813,-6.71,0.0931,0.842,0.231,0,59,1,2.97,0.217,Low_Popularity, SwitchOTR, 10/29/2021              ,
0.596,150.035,0.848,-8.043,0.0853,0.793,0.235,0,63,2,2.39,0.5,Low_Popularity, D-Block Europe                                                                                                                                                                                                                                      , 9/27/2019               ,
0.621,124.015,0.892,-7.67,0.109,0.638,0.0949,0,63,2,3.43,0.496,Low_Popularity, Dave                                                                                                                                                                                                                                                , 3/8/2019                ,
0.803,140.994,0.759,-6.77,0.362,0.895,0.277,0,59,1,2.35,0.413,Low_Popularity, Russ Millions, 2/10/2022               ,
0.675,105.151,0.699,-5.383,0.143,0.442,0.387,0,61,9,3.62,0.0654,Low_Popularity, J Capri, 11/13/2012              ,
0.837,120.04,0.726,-5.325,0.322,0.559,0.032,0.0000131,59,9,4.92,0.257,Low_Popularity, Los Enanitos Verdes                                                                                                                                                                                                                                 , 1/1/2002                ,
0.385,174.167,0.258,-8.143,0.0802,0.174,0.033,0,66,6,4.2,0.0527,Low_Popularity, Camila                                                                                                                                                                                                                                              , 2/9/2010                ,
0.779,99.999,0.787,-3.559,0.0623,0.978,0.0391,0,58,9,3.42,0.0215,Low_Popularity, Juanes                                                                                                                                                                                                                                              , 1/1/2002                ,
0.715,84.098,0.487,-4.417,0.195,0.638,0.0519,0,68,7,3.97,0.294,Low_Popularity, Juanes, 1/1/2002                ,
0.854,155.867,0.468,-3.932,0.126,0.277,0.059,0,66,11,5,0.176,Low_Popularity, Sachet Tandon, 1/23/2020               ,
0.867,178.004,0.617,-5.1,0.0559,0.665,0.139,0,58,6,4.99,0.237,Low_Popularity, Pritam, 12/14/2016              ,
0.919,94.993,0.805,-1.294,0.0598,0.494,0.0938,0.00343,66,1,3.14,0.101,Low_Popularity, Jasmine Sandlas, 1/4/2020                ,
0.727,118.034,0.695,-6.274,0.533,0.864,0.0323,0.000175,65,6,5.05,0.0744,Low_Popularity, Vishal-Shekhar, 9/30/2019               ,
0.75,128.051,0.616,-4.629,0.137,0.434,0.0594,0,65,2,4.41,0.172,Low_Popularity, Arijit Singh, 1/9/2015                ,
0.858,119.974,0.83,-3.18,0.0567,0.949,0.0554,0.0000172,64,6,4.94,0.134,Low_Popularity, Yashita Sharma, 5/2/2015                ,
0.867,102.009,0.722,-3.652,0.123,0.893,0.0904,0.0052,64,0,2.99,0.121,Low_Popularity, Tony Kakkar, 2/4/2019                ,
0.839,103.992,0.836,-2.974,0.181,0.507,0.106,0.00000725,63,4,3.56,0.275,Low_Popularity, Meet Bros Anjjan, 2/28/2014               ,
0.738,104.964,0.817,-7.639,0.331,0.616,0.0748,0,64,7,3.47,0.0964,Low_Popularity, Vishal-Shekhar, 12/22/2022              ,
0.742,155.986,0.689,-7.571,0.0928,0.876,0.0413,0.0046,63,3,4.46,0.0339,Low_Popularity, Salim–Sulaiman, 3/11/2010               ,
0.797,97.988,0.811,-5.428,0.112,0.541,0.165,0,68,5,2.85,0.0617,Low_Popularity, Aya Nakamura                                                                                                                                                                                                                                        , 11/2/2018               ,
0.442,115.932,0.703,-10.383,0.276,0.381,0.0823,0.0000239,63,0,3.16,0.594,Low_Popularity, Angèle                                                                                                                                                                                                                                              , 10/5/2018               ,
0.542,105.005,0.692,-7.9,0.247,0.285,0.197,0.00000275,59,11,3.37,0.493,Low_Popularity, Angèle, 10/5/2018               ,
0.44,107.091,0.668,-10.607,0.0901,0.127,0.0801,0.00000398,59,9,3.55,0.822,Low_Popularity, Angèle                                                                                                                                                                                                                                              , 10/5/2018               ,
0.807,155.397,0.525,-6.366,0.0504,0.741,0.0725,0,68,2,3.6,0.251,Low_Popularity, Zaz                                                                                                                                                                                                                                                 , 5/10/2010               ,
0.676,95.017,0.752,-5.233,0.186,0.425,0.0418,0.00000194,65,1,4.16,0.00892,Low_Popularity, GIMS                                                                                                                                                                                                                                                , 12/2/2013               ,
0.661,107.992,0.808,-6.237,0.138,0.804,0.0395,0,65,0,3.93,0.0358,Low_Popularity, Vegedream                                                                                                                                                                                                                                           , 7/20/2018               ,
0.66,123.902,0.748,-6.034,0.0883,0.324,0.0404,0.00000556,61,4,4.08,0.295,Low_Popularity, Lomepal                                                                                                                                                                                                                                             , 12/7/2018               ,
0.785,125.025,0.747,-6.735,0.08,0.389,0.0413,0,58,7,4.21,0.053,Low_Popularity, Black M                                                                                                                                                                                                                                             , 3/31/2014               ,
0.482,100.013,0.631,-6.761,0.0819,0.677,0.121,0,62,1,3.41,0.428,Low_Popularity, Sexion d'Assaut                                                                                                                                                                                                                                     , 3/29/2010               ,
0.756,114.986,0.932,-2.607,0.0232,0.759,0.15,0,63,2,4.15,0.15,Low_Popularity, Sexion d'Assaut                                                                                                                                                                                                                                     , 3/29/2010               ,
0.763,106.977,0.865,-5.482,0.105,0.683,0.197,0,58,4,4.39,0.0783,Low_Popularity, Sexion d'Assaut                                                                                                                                                                                                                                     , 11/19/2012              ,
0.599,129.96,0.758,-5.99,0.129,0.557,0.0877,0.00000113,61,4,3.65,0.57,Low_Popularity, ZEG P, 6/24/2022               ,
0.939,142.948,0.901,-2.762,0.0643,0.805,0.274,0,64,6,5.94,0.117,Low_Popularity, Kofs, 8/15/2020               ,
0.673,122.975,0.801,-5.576,0.0758,0.453,0.134,0,65,6,3.63,0.27,Low_Popularity, Booba                                                                                                                                                                                                                                               , 12/4/2015               ,
0.278,82.331,0.371,-8.596,0.272,0.338,0.0303,0,58,7,3.13,0.981,Low_Popularity, Édith Piaf                                                                                                                                                                                                                                          , 10/13/2008              ,
0.354,119.965,0.7,-14.043,0.128,0.245,0.0345,0.00158,58,6,3.78,0.765,Low_Popularity, Videoclub, 9/8/2018                ,
0.438,149.897,0.649,-12.859,0.136,0.932,0.0357,0.759,62,9,2.05,0.911,Low_Popularity, Manu Chao                                                                                                                                                                                                                                           , 10/6/1998               ,
0.675,82.183,0.634,-7.351,0.362,0.633,0.0926,0.000314,61,7,3.66,0.099,Low_Popularity, Orelsan                                                                                                                                                                                                                                             , 9/26/2011               ,
0.58,75.195,0.575,-6.801,0.0781,0.323,0.0668,0,64,0,3.52,0.166,Low_Popularity, Nekfeu                                                                                                                                                                                                                                              , 6/8/2015                ,
0.474,123.895,0.73,-9.537,0.099,0.625,0.0351,0.0000285,62,7,2.98,0.669,Low_Popularity, Fréro Delavega                                                                                                                                                                                                                                      , 1/1/2014                ,
0.636,127.021,0.673,-7.431,0.108,0.438,0.0771,0,62,10,3.52,0.268,Low_Popularity, Gazo, 7/1/2022                ,
0.552,138.032,0.726,-7.666,0.0714,0.629,0.0537,0.00000274,60,1,1.76,0.534,Low_Popularity, Bekar                                                                                                                                                                                                                                               , 4/8/2022                ,
0.595,141.97,0.772,-7.576,0.25,0.37,0.0629,0,60,1,2.84,0.406,Low_Popularity, Niska                                                                                                                                                                                                                                               , 9/22/2017               ,
0.536,95.034,0.781,-8.188,0.0797,0.524,0.125,0.00000221,62,0,2.76,0.36,Low_Popularity, OBOY                                                                                                                                                                                                                                                , 7/3/2020                ,
0.691,102.025,0.765,-7.016,0.0951,0.711,0.0692,0.0000419,64,1,2.97,0.226,Low_Popularity, Tayc, 11/19/2021              ,
0.736,115.983,0.756,-7.719,0.0373,0.612,0.0443,0.00000496,66,11,3.32,0.0597,Low_Popularity, Damso                                                                                                                                                                                                                                               , 4/28/2017               ,
0.552,134.768,0.532,-6.005,0.0815,0.296,0.0522,0,63,6,3.55,0.725,Low_Popularity, Slimane                                                                                                                                                                                                                                             , 9/1/2022                ,
0.624,115.981,0.834,-8.565,0.106,0.831,0.0838,0,58,9,3.87,0.0729,Low_Popularity, Bigflo & Oli, 6/23/2022               ,
0.595,172.07,0.757,-8.125,0.131,0.811,0.147,0,58,9,3.97,0.375,Low_Popularity, Bigflo & Oli                                                                                                                                                                                                                                        , 11/3/2017               ,
0.784,82.009,0.573,-5.224,0.0844,0.69,0.0591,0,63,9,3.07,0.141,Low_Popularity, Therapie TAXI, 2/2/2018                ,
0.618,92.02,0.649,-7.691,0.0911,0.381,0.0779,0.00000116,65,9,3.21,0.0215,Low_Popularity, Therapie TAXI                                                                                                                                                                                                                                       , 1/8/2021                ,
0.772,137.014,0.567,-5.577,0.101,0.597,0.0365,0,65,6,3.07,0.252,Low_Popularity, Louise Attaque                                                                                                                                                                                                                                      , 4/22/1997               ,
0.907,128.056,0.621,-3.923,0.067,0.884,0.0474,0,67,2,3.89,0.091,Low_Popularity, Magic System, 5/16/2014               ,
0.527,120.462,0.505,-7.765,0.0974,0.235,0.0958,0,67,10,3.04,0.327,Low_Popularity, Yamê                                                                                                                                                                                                                                                , 6/1/2023                ,
